KEGG Pathway and Enzyme ID	Gene name
00564	2.3.1.15	GPAT2
00561	2.3.1.15	GPAT2
00310	2.1.1.43	SETMAR
00650	1.3.5.1	SDHB
00720	1.3.5.1	SDHB
00020	1.3.5.1	SDHB
00190	1.3.5.1	SDHB
00500	2.4.1.18	GBE1
00240	2.7.7.7	POLN
00230	2.7.7.7	POLN
00562	5.5.1.4	ISYNA1
00521	5.5.1.4	ISYNA1
00970	6.1.1.16	CARS
00790	4.2.1.96	PCBD2
00600	3.1.3.4	LPIN3
00565	3.1.3.4	LPIN3
00561	3.1.3.4	LPIN3
00564	3.1.3.4	LPIN3
00900	2.7.7.60	ISPD
00310	1.14.11.8	TMLHE
00230	4.6.1.1	ADCY4
00564	2.1.1.17	PEMT
00564	2.1.1.71	PEMT
00310	1.2.4.2	DHTKD1
00380	1.2.4.2	DHTKD1
00020	1.2.4.2	DHTKD1
04660	2.7.10.2	HCK
04660	2.7.10.2	BLK
00562	3.1.3.36	SYNJ1
04070	3.1.3.36	SYNJ1
00260	4.2.1.22	CBS
00270	4.2.1.22	CBS
00010	5.4.2.11	PGAM1
00680	5.4.2.11	PGAM1
00260	5.4.2.11	PGAM1
00600	3.1.3.4	PLPPR3
00565	3.1.3.4	PLPPR3
00561	3.1.3.4	PLPPR3
00564	3.1.3.4	PLPPR3
05165	2.7.11.1	ERN1
04150	2.7.11.1	ERN1
04926	2.7.11.1	ERN1
04714	2.7.11.1	ERN1
04151	2.7.11.1	ERN1
00480	1.11.1.15	PRDX3
00565	2.5.1.26	AGPS
00480	3.4.11.1	NPEPL1
00760	2.4.99.20+3.2.2.6	CD38
00760	3.2.2.6	CD38
00730	2.7.6.2	TPK1
00564	2.7.7.41	CDS2
04070	2.7.7.41	CDS2
04150	2.7.11.24	MAPK15
00650	4.2.1.17+1.1.1.35	HADHA
00071	4.2.1.17+1.1.1.35	HADHA
00362	4.2.1.17	HADHA
00062	4.2.1.17+1.1.1.211	HADHA
00280	4.2.1.17	HADHA
00720	4.2.1.17	HADHA
00930	4.2.1.17	HADHA
00310	4.2.1.17	HADHA
00281	4.2.1.17	HADHA
00071	4.2.1.17+1.1.1.211	HADHA
00650	4.2.1.17	HADHA
00380	4.2.1.17	HADHA
00650	5.1.2.3+4.2.1.17+1.1.1.35	HADHA
00627	4.2.1.17	HADHA
00280	4.2.1.17+1.1.1.35	HADHA
00120	1.1.1.35	HADHA
00281	4.2.1.17+1.1.1.35	HADHA
00720	4.2.1.17+1.1.1.35	HADHA
00071	5.1.2.3+4.2.1.17+1.1.1.35	HADHA
00310	4.2.1.17+1.1.1.35	HADHA
00360	4.2.1.17	HADHA
00930	4.2.1.17+1.1.1.35	HADHA
00640	4.2.1.17	HADHA
00592	4.2.1.17	HADHA
00623	1.1.1.35	HADHA
00410	4.2.1.17	HADHA
00903	4.2.1.17	HADHA
00062	4.2.1.17+1.1.1.35	HADHA
00362	4.2.1.17+1.1.1.35	HADHA
00380	4.2.1.17+1.1.1.35	HADHA
04658	3.1.3.16	DUSP9
04660	3.1.3.16	DUSP9
00592	1.3.3.6	ACOXL
00071	1.3.3.6	ACOXL
04070	2.7.11.13	PRKD3
04150	2.7.11.24	MAPK8
04658	3.1.3.16	DUSP2
04660	3.1.3.16	DUSP2
00910	4.2.1.1	CA9
00590	1.14.99.1	PTGS1
05165	2.7.11.1	PAK5
04150	2.7.11.1	PAK5
04926	2.7.11.1	PAK5
04714	2.7.11.1	PAK5
04151	2.7.11.1	PAK5
04070	2.7.11.13	PKN3
00062	4.2.1.134	HACD3
05165	2.7.11.1	PIM1
04150	2.7.11.1	PIM1
04926	2.7.11.1	PIM1
04714	2.7.11.1	PIM1
04151	2.7.11.1	PIM1
00140	1.14.15.6	CYP11A1
00140	1.14.15.4	CYP11A1
00520	3.5.99.6	GNPDA2
00590	1.11.1.9	GPX8
00480	1.11.1.9	GPX8
00561	2.7.1.107	DGKQ
04070	2.7.1.107	DGKQ
00564	2.7.1.107	DGKQ
00240	2.7.7.7	POLH
00230	2.7.7.7	POLH
00052	2.7.1.6	GALK1
00520	2.7.1.6	GALK1
00600	3.1.3.4	LPIN2
00565	3.1.3.4	LPIN2
00561	3.1.3.4	LPIN2
00564	3.1.3.4	LPIN2
04658	3.1.3.16	PP2D1
04660	3.1.3.16	PP2D1
00250	3.5.1.1	ASRGL1
00460	3.5.1.1	ASRGL1
00230	4.6.1.1	ADCY3
00540	2.7.1.168	FUK
00230	1.7.1.7	GMPR
05165	2.7.11.1	CSNK1G2
04150	2.7.11.1	CSNK1G2
04926	2.7.11.1	CSNK1G2
04714	2.7.11.1	CSNK1G2
04151	2.7.11.1	CSNK1G2
00627	3.6.1.7	ACYP2
00620	3.6.1.7	ACYP2
04070	2.7.11.13	PRKCB
00330	2.5.1.22	SMS
00410	2.5.1.22	SMS
00480	2.5.1.22	SMS
00270	2.5.1.22	SMS
00270	2.5.1.16	SMS
00410	2.5.1.16	SMS
00480	2.5.1.16	SMS
00330	2.5.1.16	SMS
00030	2.7.1.11	PFKL
00680	2.7.1.11	PFKL
00010	2.7.1.11	PFKL
00052	2.7.1.11	PFKL
00051	2.7.1.11	PFKL
00620	1.2.4.1	PDHA2
00010	1.2.4.1	PDHA2
00020	1.2.4.1	PDHA2
00620	2.3.1.12	DLAT
00010	2.3.1.12	DLAT
00020	2.3.1.12	DLAT
00600	3.2.1.23	GLB1L
00531	3.2.1.23	GLB1L
00604	3.2.1.23	GLB1L
00511	3.2.1.23	GLB1L
00052	3.2.1.23	GLB1L
05165	2.7.11.1	ATR
04150	2.7.11.1	ATR
04926	2.7.11.1	ATR
04714	2.7.11.1	ATR
04151	2.7.11.1	ATR
00230	3.5.4.4	ADA
05165	2.7.11.1	CIITA
04150	2.7.11.1	CIITA
04926	2.7.11.1	CIITA
04714	2.7.11.1	CIITA
04151	2.7.11.1	CIITA
05165	2.7.11.1	RIOK1
04150	2.7.11.1	RIOK1
04926	2.7.11.1	RIOK1
04714	2.7.11.1	RIOK1
04151	2.7.11.1	RIOK1
05165	2.7.1.153	PIK3CB
04151	2.7.1.153	PIK3CB
00562	2.7.1.153	PIK3CB
04070	2.7.1.153	PIK3CB
04150	2.7.1.153	PIK3CB
00190	3.6.3.14	ATP6V1B2
00195	3.6.3.14	ATP6V1B2
00100	1.14.14.17	SQLE
00909	1.14.14.17	SQLE
00520	4.1.1.35	UXS1
00620	3.1.2.6	HAGHL
00240	3.5.4.12	DCTD
00620	3.1.2.6	PNKD
00520	2.7.7.12	AL162231.3
00052	2.7.7.12	AL162231.3
00270	2.5.1.6	MAT1A
00960	1.4.3.21	AOC2
00410	1.4.3.21	AOC2
00360	1.4.3.21	AOC2
00260	1.4.3.21	AOC2
00950	1.4.3.21	AOC2
00350	1.4.3.21	AOC2
00062	4.2.1.134	HACD4
00520	2.7.7.12	GALT
00052	2.7.7.12	GALT
04658	3.1.3.16	SSU72
04660	3.1.3.16	SSU72
00220	1.14.13.39	NOS2
00330	1.14.13.39	NOS2
00460	1.14.13.39	NOS2
00190	3.6.3.14	ATP6V1A
00195	3.6.3.14	ATP6V1A
00230	1.17.4.1	RRM2B
00983	1.17.4.1	RRM2B
00240	1.17.4.1	RRM2B
00480	1.17.4.1	RRM2B
00511	3.2.1.52	HEXD
00604	3.2.1.52	HEXD
00513	3.2.1.52	HEXD
00603	3.2.1.52	HEXD
00531	3.2.1.52	HEXD
00520	3.2.1.52	HEXD
00592	1.3.3.6	ACOX3
00071	1.3.3.6	ACOX3
00230	2.4.2.8	HPRT1
00983	2.4.2.8	HPRT1
05165	2.7.11.1	DAPK1
04150	2.7.11.1	DAPK1
04926	2.7.11.1	DAPK1
04714	2.7.11.1	DAPK1
04151	2.7.11.1	DAPK1
00270	3.3.1.1	AHCY
00310	2.1.1.43	SUV39H2
04660	2.7.10.2	TXK
00531	3.1.6.13	IDS
00230	2.7.4.8	DLG3
05165	2.7.11.1	MAPKAPK3
04150	2.7.11.1	MAPKAPK3
04926	2.7.11.1	MAPKAPK3
04714	2.7.11.1	MAPKAPK3
04151	2.7.11.1	MAPKAPK3
00330	1.2.1.88	ALDH4A1
00250	1.2.1.88	ALDH4A1
00290	4.2.1.33	PHLDB1
00600	3.1.3.4	PLPP1
00565	3.1.3.4	PLPP1
00561	3.1.3.4	PLPP1
00564	3.1.3.4	PLPP1
04070	2.7.11.13	PKN2
00565	3.1.4.4	PLD1
00564	3.1.4.4	PLD1
00500	3.2.1.28	TREH
00240	2.7.7.7	POLI
00230	2.7.7.7	POLI
04660	2.7.10.2	JAK1
04660	2.7.10.2	TEC
00550	2.4.1.227	ALG13
00510	2.4.1.141	ALG13
00513	2.4.1.141	ALG13
05165	2.7.11.1	LATS1
04150	2.7.11.1	LATS1
04926	2.7.11.1	LATS1
04714	2.7.11.1	LATS1
04151	2.7.11.1	LATS1
00562	3.1.4.11	PLCL1
04070	3.1.4.11	PLCL1
05165	2.7.11.1	WNK2
04150	2.7.11.1	WNK2
04926	2.7.11.1	WNK2
04714	2.7.11.1	WNK2
04151	2.7.11.1	WNK2
04658	3.1.3.16	DUSP18
04660	3.1.3.16	DUSP18
00970	6.1.1.10	MARS2
00450	6.1.1.10	MARS2
00592	1.3.3.6	ACOX2
00071	1.3.3.6	ACOX2
05165	2.7.11.1	BCR
04150	2.7.11.1	BCR
04926	2.7.11.1	BCR
04714	2.7.11.1	BCR
04151	2.7.11.1	BCR
00480	1.11.1.15	PRDX4
00230	2.7.4.8	MAGI1
00860	4.99.1.1	FECH
00190	3.6.3.10	ATP12A
00562	3.1.4.11	PLCD1
04070	3.1.4.11	PLCD1
00600	3.2.1.18	RELN
00511	3.2.1.18	RELN
00910	4.2.1.1	CA12
00230	2.7.7.6	POLR2J
00240	2.7.7.6	POLR2J
00450	4.4.1.13	KYAT1
00380	2.6.1.7	KYAT1
05165	2.7.11.1	RIPK2
04150	2.7.11.1	RIPK2
04926	2.7.11.1	RIPK2
04714	2.7.11.1	RIPK2
04151	2.7.11.1	RIPK2
04660	2.7.10.2	RIPK2
04658	3.1.3.16	PPEF1
04660	3.1.3.16	PPEF1
05165	2.7.11.1	SPEG
04150	2.7.11.1	SPEG
04926	2.7.11.1	SPEG
04714	2.7.11.1	SPEG
04151	2.7.11.1	SPEG
00730	2.7.4.3	AK4
00230	2.7.4.3	AK4
00230	2.7.4.10	AK4
00230	2.7.4.10+2.7.4.6	AK4
00983	2.7.4.6	AK4
00240	2.7.4.6	AK4
00310	1.2.4.2	OGDH
00380	1.2.4.2	OGDH
00020	1.2.4.2	OGDH
00330	1.5.5.2	PRODH2
00970	6.1.1.22	NARS
04658	3.1.3.16	PPP3CA
04660	3.1.3.16	PPP3CA
05165	2.7.11.1	TRRAP
04150	2.7.11.1	TRRAP
04926	2.7.11.1	TRRAP
04714	2.7.11.1	TRRAP
04151	2.7.11.1	TRRAP
00120	6.2.1.7	SLC27A5
00121	6.2.1.7	SLC27A5
00310	2.1.1.43	AP001267.5
00100	1.14.15.16	CYP24A1
00310	2.1.1.43	KMT2C
05165	2.7.11.1	SIK1
04150	2.7.11.1	SIK1
04926	2.7.11.1	SIK1
04714	2.7.11.1	SIK1
04151	2.7.11.1	SIK1
00310	2.1.1.43	DOT1L
00983	2.7.4.6	NME6
00240	2.7.4.6	NME6
00230	2.7.4.6	NME6
00310	2.1.1.43	EZH2
00230	2.7.7.6	POLR2B
00240	2.7.7.6	POLR2B
05165	2.7.11.1	AURKB
04150	2.7.11.1	AURKB
04926	2.7.11.1	AURKB
04714	2.7.11.1	AURKB
04151	2.7.11.1	AURKB
00900	2.5.1.87	NUS1
00230	2.7.4.6+2.7.4.3	AK1
00730	2.7.4.3	AK1
00230	2.7.4.3	AK1
00983	2.7.4.6	AK1
00240	2.7.4.6	AK1
04150	2.7.11.24	NLK
05165	2.7.11.1	TP53RK
04150	2.7.11.1	TP53RK
04926	2.7.11.1	TP53RK
04714	2.7.11.1	TP53RK
04151	2.7.11.1	TP53RK
04658	3.1.3.16	EYA1
04660	3.1.3.16	EYA1
00450	4.4.1.13	KYAT3
00380	2.6.1.7	KYAT3
04150	2.7.11.24	MAPK4
05165	2.7.11.1	EIF2AK4
04150	2.7.11.1	EIF2AK4
04926	2.7.11.1	EIF2AK4
04714	2.7.11.1	EIF2AK4
04151	2.7.11.1	EIF2AK4
04658	3.1.3.16	PPM1H
04660	3.1.3.16	PPM1H
00562	2.7.1.154	PIK3C2A
04070	2.7.1.154	PIK3C2A
00030	1.1.1.49	G6PD
00480	1.1.1.49	G6PD
00592	3.1.1.4	OC90
00564	3.1.1.4	OC90
00591	3.1.1.4	OC90
00590	3.1.1.4	OC90
00565	3.1.1.4	OC90
00592	3.1.1.4	AC100868.1
00564	3.1.1.4	AC100868.1
00591	3.1.1.4	AC100868.1
00590	3.1.1.4	AC100868.1
00565	3.1.1.4	AC100868.1
00620	4.4.1.5	GLO1
05165	2.7.11.1	PIM2
04150	2.7.11.1	PIM2
04926	2.7.11.1	PIM2
04714	2.7.11.1	PIM2
04151	2.7.11.1	PIM2
00510	2.7.1.108	DOLK
00310	2.1.1.43	KMT2A
00860	2.5.1.61	HMBS
00100	2.5.1.21	FDFT1
00909	2.5.1.21	FDFT1
00052	5.1.3.2	GALE
00520	5.1.3.2	GALE
00564	2.7.7.41	CDS1
04070	2.7.7.41	CDS1
00770	2.7.8.7	AASDHPPT
00062	2.3.1.199	ELOVL7
04660	2.7.10.2	PTK6
00515	2.4.1.109	POMT2
00514	2.4.1.109	POMT2
05165	2.7.11.1	ROCK1
04150	2.7.11.1	ROCK1
04926	2.7.11.1	ROCK1
04714	2.7.11.1	ROCK1
04151	2.7.11.1	ROCK1
04658	3.1.3.16	PPP3CB
04660	3.1.3.16	PPP3CB
00230	6.3.5.3	PFAS
00240	2.7.7.7	POLG
00230	2.7.7.7	POLG
00970	2.9.1.2	SEPSECS
00450	2.9.1.2	SEPSECS
00240	2.7.7.7	POLK
00230	2.7.7.7	POLK
00970	6.1.1.20	LRRC47
00982	1.14.14.1	CYP1A1
00380	1.14.14.1	CYP1A1
00590	1.14.14.1	CYP1A1
00071	1.14.14.1	CYP1A1
00830	1.14.14.1	CYP1A1
00627	1.14.14.1	CYP1A1
00232	1.14.14.1	CYP1A1
00591	1.14.14.1	CYP1A1
00140	1.14.14.1	CYP1A1
00980	1.14.14.1	CYP1A1
00900	1.1.1.34	HMGCR
00513	3.2.1.113	MAN1A1
00510	3.2.1.113	MAN1A1
00550	2.7.8.13	DPAGT1
00510	2.7.8.15	DPAGT1
00564	3.1.1.4+3.1.1.5	PLB1
00592	3.1.1.4	PLB1
00591	3.1.1.4	PLB1
00590	3.1.1.4	PLB1
00565	3.1.1.4	PLB1
00600	3.1.3.4	PLPP4
00565	3.1.3.4	PLPP4
00561	3.1.3.4	PLPP4
00564	3.1.3.4	PLPP4
00500	2.4.1.11	GYS2
00010	1.1.1.27	LDHB
00640	1.1.1.27	LDHB
00270	1.1.1.27	LDHB
00620	1.1.1.27	LDHB
00230	2.7.7.6	POLR2J3
00240	2.7.7.6	POLR2J3
05165	2.7.11.1	MAST4
04150	2.7.11.1	MAST4
04926	2.7.11.1	MAST4
04714	2.7.11.1	MAST4
04151	2.7.11.1	MAST4
00071	2.3.1.21	CPT1C
00600	3.2.1.23	GLB1
00531	3.2.1.23	GLB1
00604	3.2.1.23	GLB1
00511	3.2.1.23	GLB1
00052	3.2.1.23	GLB1
00650	1.3.5.1	SDHA
00720	1.3.5.1	SDHA
00020	1.3.5.1	SDHA
00190	1.3.5.1	SDHA
00230	2.7.7.6	AC093668.1
00240	2.7.7.6	AC093668.1
00230	2.7.7.6	POLR2J2
00240	2.7.7.6	POLR2J2
00740	2.7.1.26	RFK
00982	1.14.14.1	CYP1A2
00380	1.14.14.1	CYP1A2
00590	1.14.14.1	CYP1A2
00071	1.14.14.1	CYP1A2
00830	1.14.14.1	CYP1A2
00627	1.14.14.1	CYP1A2
00232	1.14.14.1	CYP1A2
00591	1.14.14.1	CYP1A2
00140	1.14.14.1	CYP1A2
00980	1.14.14.1	CYP1A2
00650	4.1.3.4	HMGCL
00281	4.1.3.4	HMGCL
00280	4.1.3.4	HMGCL
00072	4.1.3.4	HMGCL
00480	2.3.2.2+3.4.19.13	GGT7
00430	2.3.2.2	GGT7
00460	2.3.2.2	GGT7
00900	2.2.1.7	TKTL2
00730	2.2.1.7	TKTL2
00062	2.3.1.199	ELOVL2
00561	2.7.1.29	TKFC
00680	2.7.1.29	TKFC
00051	2.7.1.28	TKFC
00190	3.6.1.1	PRUNE2
00670	2.1.2.5	FTCDNL1
00340	2.1.2.5	FTCDNL1
00260	1.1.1.95	PHGDH
00680	1.1.1.95	PHGDH
00640	6.2.1.1	ACSS2
00010	6.2.1.1	ACSS2
00680	6.2.1.1	ACSS2
00620	6.2.1.1	ACSS2
00720	6.2.1.1	ACSS2
04660	2.7.10.2	CSK
00983	2.5.1.18	GSTA2
00980	2.5.1.18	GSTA2
00480	2.5.1.18	GSTA2
00982	2.5.1.18	GSTA2
00600	3.1.4.12	SMPD4
00230	2.7.4.10	AK3
00730	2.7.4.3	AK3
00230	2.7.4.3	AK3
00730	2.7.4.3	AK8
00230	2.7.4.3	AK8
00983	2.5.1.18	GSTA1
00980	2.5.1.18	GSTA1
00480	2.5.1.18	GSTA1
00982	2.5.1.18	GSTA1
04658	3.1.3.16	PPP1CB
04660	3.1.3.16	PPP1CB
00720	6.3.4.3	MTHFD1L
00670	6.3.4.3	MTHFD1L
00720	1.5.1.5+3.5.4.9	MTHFD1L
00670	1.5.1.5+3.5.4.9	MTHFD1L
00650	2.3.3.10	HMGCS2
00280	2.3.3.10	HMGCS2
00900	2.3.3.10	HMGCS2
00072	2.3.3.10	HMGCS2
04660	2.7.10.2	LYN
00230	4.6.1.2	GUCY1A2
00480	1.8.4.2	TXNDC12
04070	3.1.3.66	INPP4B
00562	3.1.3.66	INPP4B
00983	2.5.1.18	GSTA5
00980	2.5.1.18	GSTA5
00480	2.5.1.18	GSTA5
00982	2.5.1.18	GSTA5
04658	3.1.3.16	DUSP4
04660	3.1.3.16	DUSP4
00230	3.1.4.35	PDE6H
00520	5.4.2.10	PGM5
00511	3.2.1.51	FUCA1
00051	2.7.1.105+3.1.3.46	PFKFB4
00520	3.2.1.14	CHI3L2
00511	3.2.1.45	GBA2
00600	3.2.1.45	GBA2
05165	2.7.11.1	RIPK1
04150	2.7.11.1	RIPK1
04926	2.7.11.1	RIPK1
04714	2.7.11.1	RIPK1
04151	2.7.11.1	RIPK1
00030	2.2.1.2	TALDO1
00051	2.7.1.105+3.1.3.46	PFKFB3
00073	1.2.1.84	FAR1
00640	6.2.1.1	ACSS3
00010	6.2.1.1	ACSS3
00680	6.2.1.1	ACSS3
00620	6.2.1.1	ACSS3
00720	6.2.1.1	ACSS3
00910	4.2.1.1	CA5A
04658	3.1.3.16	PPP5C
04660	3.1.3.16	PPP5C
00970	6.3.5.7	FAAH
00531	3.1.6.14	GNS
00561	3.1.1.23	ABHD12
00230	3.5.4.3	GDA
00500	2.4.1.1	PYGB
00730	3.6.1.28	THTPA
04658	3.1.3.16	PPP5D1
04660	3.1.3.16	PPP5D1
00330	2.3.1.57	SAT1
00540	2.7.7.38	CMAS
05165	2.7.11.1	PAK6
04150	2.7.11.1	PAK6
04926	2.7.11.1	PAK6
04714	2.7.11.1	PAK6
04151	2.7.11.1	PAK6
05165	2.7.11.1	LRRK2
04150	2.7.11.1	LRRK2
04926	2.7.11.1	LRRK2
04714	2.7.11.1	LRRK2
04151	2.7.11.1	LRRK2
00720	6.2.1.5	SUCLG2
00640	6.2.1.5	SUCLG2
00660	6.2.1.5	SUCLG2
00020	6.2.1.5	SUCLG2
00640	6.2.1.4	SUCLG2
00020	6.2.1.4	SUCLG2
05165	2.7.11.1	BUB1B-PAK6
04150	2.7.11.1	BUB1B-PAK6
04926	2.7.11.1	BUB1B-PAK6
04714	2.7.11.1	BUB1B-PAK6
04151	2.7.11.1	BUB1B-PAK6
00983	2.5.1.18	GSTA3
00980	2.5.1.18	GSTA3
00480	2.5.1.18	GSTA3
00982	2.5.1.18	GSTA3
00680	3.1.3.11	FBP2
00051	3.1.3.11	FBP2
00030	3.1.3.11	FBP2
00010	3.1.3.11	FBP2
00710	3.1.3.11	FBP2
00565	3.1.4.4	PLD2
00564	3.1.4.4	PLD2
00680	3.1.3.11	FBP1
00051	3.1.3.11	FBP1
00030	3.1.3.11	FBP1
00010	3.1.3.11	FBP1
00710	3.1.3.11	FBP1
00590	5.3.99.2	PTGDS
00562	3.1.3.64+3.1.3.95	MTM1
04070	3.1.3.64+3.1.3.95	MTM1
04660	2.7.10.2	LCK
05165	2.7.11.1	ULK2
04150	2.7.11.1	ULK2
04926	2.7.11.1	ULK2
04714	2.7.11.1	ULK2
04151	2.7.11.1	ULK2
00983	2.5.1.18	GSTA4
00980	2.5.1.18	GSTA4
00480	2.5.1.18	GSTA4
00982	2.5.1.18	GSTA4
00562	3.1.4.11	PLCB3
04070	3.1.4.11	PLCB3
00100	2.3.1.26	SOAT2
00520	3.2.1.14	CHIA
00970	6.1.1.19	RARS
00051	2.7.1.3	KHK
00230	6.3.3.1	GART
00230	6.3.4.13	GART
04070	2.7.11.13	PRKD2
00983	2.1.1.67	TPMT
00230	2.7.1.20	ADK
00510	3.2.1.106	MOGS
00590	3.3.2.6	C9orf3
00290	4.2.1.33	ACO2
00630	4.2.1.3	ACO2
00720	4.2.1.3	ACO2
00020	4.2.1.3	ACO2
00230	3.6.1.3	ATAD2
00230	4.6.1.2	GUCY2D
00261	4.3.3.7	HOGA1
00300	4.3.3.7	HOGA1
04150	2.7.11.11	PRKACG
00770	2.7.1.33	PANK3
00592	1.3.3.6	ACOX1
00071	1.3.3.6	ACOX1
04070	2.7.11.13	PRKCQ
00270	4.1.1.50	AMD1
00330	4.1.1.50	AMD1
00590	1.11.1.9	GPX7
00480	1.11.1.9	GPX7
05165	2.7.11.1	AURKA
04150	2.7.11.1	AURKA
04926	2.7.11.1	AURKA
04714	2.7.11.1	AURKA
04151	2.7.11.1	AURKA
00520	5.4.2.10	PGM3
00520	5.4.2.3	PGM3
00230	2.7.7.6	POLR1B
00240	2.7.7.6	POLR1B
04150	2.7.11.24	MAPK9
00970	6.1.1.10	MARS
00450	6.1.1.10	MARS
05165	2.7.11.1	STK4
04150	2.7.11.1	STK4
04926	2.7.11.1	STK4
04714	2.7.11.1	STK4
04151	2.7.11.1	STK4
00860	1.16.3.1	FXN
00260	2.3.1.29	GCAT
00310	1.14.11.4	PLOD3
00230	4.6.1.1	ADCY1
04070	3.1.3.78	PIP4P2
00230	2.7.7.6	POLR1A
00240	2.7.7.6	POLR1A
05165	2.7.11.1	MASTL
04150	2.7.11.1	MASTL
04926	2.7.11.1	MASTL
04714	2.7.11.1	MASTL
04151	2.7.11.1	MASTL
00250	2.6.1.16	GFPT2
00520	2.6.1.16	GFPT2
05165	2.7.11.1	PKMYT1
04150	2.7.11.1	PKMYT1
04926	2.7.11.1	PKMYT1
04714	2.7.11.1	PKMYT1
04151	2.7.11.1	PKMYT1
00790	6.3.2.17	FPGS
00270	5.3.1.23	EIF2B4
00562	3.1.3.64+3.1.3.95	MTMR1
04070	3.1.3.64+3.1.3.95	MTMR1
00030	2.7.6.1	PRPS2
00230	2.7.6.1	PRPS2
00051	5.4.2.8	PMM2
00520	5.4.2.8	PMM2
00730	2.8.1.7	NFS1
05165	2.7.11.1	MTOR
04150	2.7.11.1	MTOR
04926	2.7.11.1	MTOR
04714	2.7.11.1	MTOR
04151	2.7.11.1	MTOR
00270	2.1.1.37	DNMT3A
00410	2.6.1.19	ABAT
00250	2.6.1.19	ABAT
00640	2.6.1.19	ABAT
00650	2.6.1.19	ABAT
00230	3.6.1.29	FHIT
00310	1.14.11.4	PLOD2
00790	3.5.4.16	GCH1
04658	3.1.3.16	UBLCP1
04660	3.1.3.16	UBLCP1
00240	6.3.4.2	CTPS1
04658	3.1.3.16	AL603832.3
04660	3.1.3.16	AL603832.3
04658	3.1.3.16	PPM1J
04660	3.1.3.16	PPM1J
00982	1.14.14.1	CYP1B1
00380	1.14.14.1	CYP1B1
00590	1.14.14.1	CYP1B1
00071	1.14.14.1	CYP1B1
00830	1.14.14.1	CYP1B1
00627	1.14.14.1	CYP1B1
00232	1.14.14.1	CYP1B1
00591	1.14.14.1	CYP1B1
00140	1.14.14.1	CYP1B1
00980	1.14.14.1	CYP1B1
00270	2.1.1.37	DNMT3B
00230	3.1.3.5	NT5C3B
00240	3.1.3.5	NT5C3B
00760	3.1.3.5	NT5C3B
00710	5.3.1.6	RPIA
00030	5.3.1.6	RPIA
00051	5.3.1.6	RPIA
00030	2.7.6.1	PRPS1L1
00230	2.7.6.1	PRPS1L1
00970	6.1.1.3	DRG2
00970	6.1.1.15	PARS2
04658	3.1.3.16	DUSP6
04660	3.1.3.16	DUSP6
00785	2.8.1.8	LIAS
00562	3.1.4.11	PLCB2
04070	3.1.4.11	PLCB2
00592	3.1.1.4	PROCA1
00564	3.1.1.4	PROCA1
00591	3.1.1.4	PROCA1
00590	3.1.1.4	PROCA1
00565	3.1.1.4	PROCA1
00790	1.1.1.184	DHRS4
00590	1.1.1.184	DHRS4
00980	1.1.1.184	DHRS4
00240	3.1.3.89	HDDC2
00983	2.7.4.6	RP2
00240	2.7.4.6	RP2
00230	2.7.4.6	RP2
00250	6.3.4.4	ADSSL1
00230	6.3.4.4	ADSSL1
04658	3.1.3.16	PPM1A
04660	3.1.3.16	PPM1A
00790	1.1.1.184	DHRS4L2
00590	1.1.1.184	DHRS4L2
00980	1.1.1.184	DHRS4L2
00240	2.7.7.7	REV3L
00230	2.7.7.7	REV3L
00514	2.4.1.255	OGT
00230	3.6.1.29	ENPP4
00920	2.7.7.4	PAPSS1
00261	2.7.7.4	PAPSS1
00230	2.7.7.4	PAPSS1
00450	2.7.7.4	PAPSS1
00920	2.7.1.25	PAPSS1
00230	2.7.1.25	PAPSS1
00010	1.1.1.27	LDHA
00640	1.1.1.27	LDHA
00270	1.1.1.27	LDHA
00620	1.1.1.27	LDHA
00230	4.6.1.2	NPR2
00590	5.3.99.3	PTGES2
00230	2.7.4.8	MAGI3
00983	2.7.4.6	NME5
00240	2.7.4.6	NME5
00230	2.7.4.6	NME5
05165	2.7.11.1	ATM
04150	2.7.11.1	ATM
04926	2.7.11.1	ATM
04714	2.7.11.1	ATM
04151	2.7.11.1	ATM
00511	3.2.1.51	FUCA2
00270	1.13.11.54	ADI1
00740	3.1.3.2	ACP1
04658	3.1.3.16	PPP3CC
04660	3.1.3.16	PPP3CC
00053	3.1.1.17	RGN
00030	3.1.1.17	RGN
00930	3.1.1.17	RGN
00790	1.14.16.4	TPH1
00380	1.14.16.4	TPH1
00260	2.1.2.10	SARDH
00670	2.1.2.10	SARDH
00052	2.7.1.6	GALK2
00520	2.7.1.6	GALK2
05165	2.7.11.1	OXSR1
04150	2.7.11.1	OXSR1
04926	2.7.11.1	OXSR1
04714	2.7.11.1	OXSR1
04151	2.7.11.1	OXSR1
05165	2.7.11.1	AKT1
04150	2.7.11.1	AKT1
04926	2.7.11.1	AKT1
04714	2.7.11.1	AKT1
04151	2.7.11.1	AKT1
00590	3.3.2.6	RNPEP
00051	5.4.2.8	PMM1
00520	5.4.2.8	PMM1
00982	1.14.14.1	CYP2U1
00380	1.14.14.1	CYP2U1
00590	1.14.14.1	CYP2U1
00071	1.14.14.1	CYP2U1
00830	1.14.14.1	CYP2U1
00627	1.14.14.1	CYP2U1
00232	1.14.14.1	CYP2U1
00591	1.14.14.1	CYP2U1
00140	1.14.14.1	CYP2U1
00980	1.14.14.1	CYP2U1
04070	2.7.11.13	PRKCG
00380	1.13.11.11	IDO1
