KEGG Pathway and Enzyme ID	Gene name
00260	2.6.1.52	PSAT1
00680	2.6.1.52	PSAT1
00750	2.6.1.52	PSAT1
05165	2.7.11.1	SMG1
04150	2.7.11.1	SMG1
04926	2.7.11.1	SMG1
04714	2.7.11.1	SMG1
04151	2.7.11.1	SMG1
00983	1.1.1.205	IMPDH2
00230	1.1.1.205	IMPDH2
00600	3.1.3.4	PLPPR2
00565	3.1.3.4	PLPPR2
00561	3.1.3.4	PLPPR2
00564	3.1.3.4	PLPPR2
04658	3.1.3.16	DUSP21
04660	3.1.3.16	DUSP21
00260	2.1.2.1	SHMT1
00460	2.1.2.1	SHMT1
00680	2.1.2.1	SHMT1
00630	2.1.2.1	SHMT1
00670	2.1.2.1	SHMT1
00600	1.14.19.17	DEGS1
00520	5.4.2.10	PGM2L1
05165	2.7.11.1	IRAK1
04150	2.7.11.1	IRAK1
04926	2.7.11.1	IRAK1
04714	2.7.11.1	IRAK1
04151	2.7.11.1	IRAK1
00310	2.1.1.43	SETD2
05165	2.7.11.1	SLK
04150	2.7.11.1	SLK
04926	2.7.11.1	SLK
04714	2.7.11.1	SLK
04151	2.7.11.1	SLK
00627	3.1.8.1	PON1
00363	3.1.1.2	PON1
05165	2.7.11.1	MAST1
04150	2.7.11.1	MAST1
04926	2.7.11.1	MAST1
04714	2.7.11.1	MAST1
04151	2.7.11.1	MAST1
00600	2.4.1.80	UGCG
00270	1.13.11.20	CDO1
00430	1.13.11.20	CDO1
00230	6.3.5.2	GMPS
00983	6.3.5.2	GMPS
00480	1.11.1.15	PRDX2
00600	3.2.1.22	NAGA
00561	3.2.1.22	NAGA
00603	3.2.1.22	NAGA
00052	3.2.1.22	NAGA
00380	3.7.1.3	KYNU
00980	1.1.1.1	ADH7
00350	1.1.1.1	ADH7
00071	1.1.1.1	ADH7
00830	1.1.1.1	ADH7
00982	1.1.1.1	ADH7
00260	1.1.1.1	ADH7
00625	1.1.1.1	ADH7
00626	1.1.1.1	ADH7
00010	1.1.1.1	ADH7
00592	1.1.1.1	ADH7
04658	3.1.3.16	PPP1CC
04660	3.1.3.16	PPP1CC
00790	1.14.16.4	TPH2
00380	1.14.16.4	TPH2
00230	2.7.7.6	POLR3B
00240	2.7.7.6	POLR3B
05165	2.7.11.1	MYO3B
04150	2.7.11.1	MYO3B
04926	2.7.11.1	MYO3B
04714	2.7.11.1	MYO3B
04151	2.7.11.1	MYO3B
00760	6.3.4.21	NAMPT
05165	2.7.11.1	RPS6KB2
04150	2.7.11.1	RPS6KB2
04926	2.7.11.1	RPS6KB2
04714	2.7.11.1	RPS6KB2
04151	2.7.11.1	RPS6KB2
00240	2.7.1.48	UCK1
00983	2.7.1.48	UCK1
00750	1.4.3.5	PNPO
00515	2.4.1.109	POMT1
00514	2.4.1.109	POMT1
00051	2.7.1.105+3.1.3.46	PFKFB1
04658	3.1.3.16	ILKAP
04660	3.1.3.16	ILKAP
00970	6.1.1.19	RARS2
00524	2.7.1.1	HK1
00500	2.7.1.1	HK1
00520	2.7.1.1	HK1
00521	2.7.1.1	HK1
00052	2.7.1.1	HK1
00010	2.7.1.1	HK1
00051	2.7.1.1	HK1
00564	2.3.1.51	AGPAT4
00561	2.3.1.51	AGPAT4
00330	1.5.1.2	PYCR2
00330	1.5.1.2	AL117348.2
00760	6.3.5.1	NADSYN1
00760	6.3.1.5	NADSYN1
00900	2.5.1.58	FNTB
00500	2.4.1.25	AGL
00561	3.1.1.3	LIPC
00363	3.1.1.2	PON3
00562	3.1.4.11	PLCD4
04070	3.1.4.11	PLCD4
00240	2.4.2.1	UPP1
00760	2.4.2.1	UPP1
00230	2.4.2.1	UPP1
00983	2.4.2.3	UPP1
00240	2.4.2.3	UPP1
04660	2.7.10.2	ITK
00900	2.5.1.58	CHURC1-FNTB
04070	3.1.3.78	PIP4P1
00520	4.2.1.126	GCKR
00562	3.1.3.67	PTEN
04070	3.1.3.67	PTEN
04658	3.1.3.16	PTEN
04660	3.1.3.16	PTEN
04658	3.1.3.16	PPM1M
04660	3.1.3.16	PPM1M
05165	2.7.1.153	PIK3CG
04151	2.7.1.153	PIK3CG
00562	2.7.1.153	PIK3CG
04070	2.7.1.153	PIK3CG
04150	2.7.1.153	PIK3CG
00860	2.3.1.37	ALAS2
00260	2.3.1.37	ALAS2
00240	2.7.7.7	POLQ
00230	2.7.7.7	POLQ
00524	2.7.1.1	HK2
00500	2.7.1.1	HK2
00520	2.7.1.1	HK2
00521	2.7.1.1	HK2
00052	2.7.1.1	HK2
00010	2.7.1.1	HK2
00051	2.7.1.1	HK2
05165	2.7.11.1	UHMK1
04150	2.7.11.1	UHMK1
04926	2.7.11.1	UHMK1
04714	2.7.11.1	UHMK1
04151	2.7.11.1	UHMK1
00310	2.1.1.43	EHMT1
00480	1.11.1.15	PRDX1
00982	1.14.14.1	CYP2A7
00380	1.14.14.1	CYP2A7
00590	1.14.14.1	CYP2A7
00071	1.14.14.1	CYP2A7
00830	1.14.14.1	CYP2A7
00627	1.14.14.1	CYP2A7
00232	1.14.14.1	CYP2A7
00591	1.14.14.1	CYP2A7
00140	1.14.14.1	CYP2A7
00980	1.14.14.1	CYP2A7
00982	1.14.14.1	CYP2A6
00380	1.14.14.1	CYP2A6
00590	1.14.14.1	CYP2A6
00071	1.14.14.1	CYP2A6
00830	1.14.14.1	CYP2A6
00627	1.14.14.1	CYP2A6
00232	1.14.14.1	CYP2A6
00591	1.14.14.1	CYP2A6
00140	1.14.14.1	CYP2A6
00980	1.14.14.1	CYP2A6
00363	3.1.1.2	PON2
00230	2.4.2.7	APRT
00010	5.4.2.11	PGAM2
00680	5.4.2.11	PGAM2
00260	5.4.2.11	PGAM2
00230	3.1.4.17	PDE1C
04658	3.1.3.16	PPM1D
04660	3.1.3.16	PPM1D
00561	3.1.1.3	LIPF
04658	3.1.3.16	PPP6C
04660	3.1.3.16	PPP6C
00910	4.2.1.1	CA14
00561	2.7.1.30	GK2
05165	2.7.11.1	RPS6KA1
04150	2.7.11.1	RPS6KA1
04926	2.7.11.1	RPS6KA1
04714	2.7.11.1	RPS6KA1
04151	2.7.11.1	RPS6KA1
00970	6.1.1.11	SARS
00230	2.7.7.6	POLRMT
00240	2.7.7.6	POLRMT
00260	2.1.2.10	DMGDH
00670	2.1.2.10	DMGDH
00513	2.4.1.68	FUT8
00510	2.4.1.68	FUT8
00533	2.4.1.68	FUT8
05165	2.7.11.1	CDC42BPA
04150	2.7.11.1	CDC42BPA
04926	2.7.11.1	CDC42BPA
04714	2.7.11.1	CDC42BPA
04151	2.7.11.1	CDC42BPA
00240	2.7.1.48	UCK2
00983	2.7.1.48	UCK2
05165	2.7.11.1	AURKC
04150	2.7.11.1	AURKC
04926	2.7.11.1	AURKC
04714	2.7.11.1	AURKC
04151	2.7.11.1	AURKC
00982	1.14.14.1	CYP2B6
00380	1.14.14.1	CYP2B6
00590	1.14.14.1	CYP2B6
00071	1.14.14.1	CYP2B6
00830	1.14.14.1	CYP2B6
00627	1.14.14.1	CYP2B6
00232	1.14.14.1	CYP2B6
00591	1.14.14.1	CYP2B6
00140	1.14.14.1	CYP2B6
00980	1.14.14.1	CYP2B6
04070	3.1.3.66	INPP4A
00562	3.1.3.66	INPP4A
00561	3.1.1.3	PNLIPRP3
04658	3.1.3.16	SSH1
04660	3.1.3.16	SSH1
00720	1.5.1.20	MTHFR
00670	1.5.1.20	MTHFR
00790	2.10.1.1	GPHN
04658	3.1.3.16	DUSP27
04660	3.1.3.16	DUSP27
00330	3.5.3.11	AGMAT
00230	2.4.2.14	PPAT
00250	2.4.2.14	PPAT
00360	2.6.1.1	GOT1L1
00960	2.6.1.1	GOT1L1
00400	2.6.1.1	GOT1L1
00270	2.6.1.1	GOT1L1
00330	2.6.1.1	GOT1L1
00220	2.6.1.1	GOT1L1
00250	2.6.1.1	GOT1L1
00350	2.6.1.1	GOT1L1
00710	2.6.1.1	GOT1L1
00950	2.6.1.1	GOT1L1
00401	2.6.1.1	GOT1L1
00561	3.1.1.3	PNLIP
00592	3.1.1.4	PLA2G2E
00564	3.1.1.4	PLA2G2E
00591	3.1.1.4	PLA2G2E
00590	3.1.1.4	PLA2G2E
00565	3.1.1.4	PLA2G2E
05165	2.7.11.1	CSNK1G3
04150	2.7.11.1	CSNK1G3
04926	2.7.11.1	CSNK1G3
04714	2.7.11.1	CSNK1G3
04151	2.7.11.1	CSNK1G3
00230	2.7.7.6	POLR2K
00240	2.7.7.6	POLR2K
04660	2.7.10.2	FES
00970	2.7.1.164	PSTK
00450	2.7.1.164	PSTK
00982	1.14.14.1	CYP2A13
00380	1.14.14.1	CYP2A13
00590	1.14.14.1	CYP2A13
00071	1.14.14.1	CYP2A13
00830	1.14.14.1	CYP2A13
00627	1.14.14.1	CYP2A13
00232	1.14.14.1	CYP2A13
00591	1.14.14.1	CYP2A13
00140	1.14.14.1	CYP2A13
00980	1.14.14.1	CYP2A13
00062	2.3.1.199	ELOVL6
00592	3.1.1.4	PLA2G2A
00564	3.1.1.4	PLA2G2A
00591	3.1.1.4	PLA2G2A
00590	3.1.1.4	PLA2G2A
00565	3.1.1.4	PLA2G2A
05165	2.7.11.1	RPS6KA2
04150	2.7.11.1	RPS6KA2
04926	2.7.11.1	RPS6KA2
04714	2.7.11.1	RPS6KA2
04151	2.7.11.1	RPS6KA2
04150	2.7.11.24	MAPK12
00970	6.1.1.3	TARS2
00531	3.1.6.4	GALNS
00230	4.6.1.1	ADCY10
00982	1.14.14.1	CYP2S1
00380	1.14.14.1	CYP2S1
00590	1.14.14.1	CYP2S1
00071	1.14.14.1	CYP2S1
00830	1.14.14.1	CYP2S1
00627	1.14.14.1	CYP2S1
00232	1.14.14.1	CYP2S1
00591	1.14.14.1	CYP2S1
00140	1.14.14.1	CYP2S1
00980	1.14.14.1	CYP2S1
00592	3.1.1.4	PLA2G5
00564	3.1.1.4	PLA2G5
00591	3.1.1.4	PLA2G5
00590	3.1.1.4	PLA2G5
00565	3.1.1.4	PLA2G5
00620	3.1.2.6	HAGH
00720	6.4.1.2	ACACB
00620	6.4.1.2	ACACB
00640	6.4.1.2	ACACB
00061	6.4.1.2	ACACB
00254	6.4.1.2	ACACB
00140	1.3.1.22	SRD5A1
00905	1.3.1.22	SRD5A1
00620	2.7.1.40	PKM
00010	2.7.1.40	PKM
00230	2.7.1.40	PKM
05165	2.7.11.1	TRIO
04150	2.7.11.1	TRIO
04926	2.7.11.1	TRIO
04714	2.7.11.1	TRIO
04151	2.7.11.1	TRIO
00240	2.4.2.1	PNP
00760	2.4.2.1	PNP
00230	2.4.2.1	PNP
00513	2.4.1.131	ALG11
00510	2.4.1.131	ALG11
00562	3.1.3.36	SYNJ2
04070	3.1.3.36	SYNJ2
00310	2.1.1.43	KMT5A
00983	2.7.4.6	NME7
00240	2.7.4.6	NME7
00230	2.7.4.6	NME7
00592	3.1.1.4	PLA2G2D
00564	3.1.1.4	PLA2G2D
00591	3.1.1.4	PLA2G2D
00590	3.1.1.4	PLA2G2D
00565	3.1.1.4	PLA2G2D
00230	2.7.4.8	GUK1
00230	2.7.4.8	MPP5
00230	6.3.2.6	PAICS
00230	4.1.1.21	PAICS
00562	3.1.3.36	INPP5B
04070	3.1.3.36	INPP5B
00860	1.3.3.3	CPOX
00260	2.1.2.10	IBA57
00670	2.1.2.10	IBA57
00280	2.3.1.168	DBT
00640	2.3.1.168	DBT
00592	3.1.1.4	PLA2G2F
00564	3.1.1.4	PLA2G2F
00591	3.1.1.4	PLA2G2F
00590	3.1.1.4	PLA2G2F
00565	3.1.1.4	PLA2G2F
00983	2.7.4.6	NME1
00240	2.7.4.6	NME1
00230	2.7.4.6	NME1
00910	4.2.1.1	CA1
00983	2.7.4.6	NME1-NME2
00240	2.7.4.6	NME1-NME2
00230	2.7.4.6	NME1-NME2
00910	4.2.1.1	CA3
00910	4.2.1.1	CA2
00960	1.4.3.21	AOC1
00410	1.4.3.21	AOC1
00360	1.4.3.21	AOC1
00260	1.4.3.21	AOC1
00950	1.4.3.21	AOC1
00350	1.4.3.21	AOC1
00983	2.7.4.6	NME2
00240	2.7.4.6	NME2
00230	2.7.4.6	NME2
00910	4.2.1.1	CA13
00592	3.1.1.4	PLA2G2C
00564	3.1.1.4	PLA2G2C
00591	3.1.1.4	PLA2G2C
00590	3.1.1.4	PLA2G2C
00565	3.1.1.4	PLA2G2C
00500	2.4.1.1	PYGM
00564	1.1.5.3	GPD2
00564	2.3.1.51	AGPAT2
00561	2.3.1.51	AGPAT2
00520	3.5.99.6	H6PD
00030	3.1.1.31	H6PD
00030	1.1.1.49	H6PD
00480	1.1.1.49	H6PD
05165	2.7.11.1	OBSCN
04150	2.7.11.1	OBSCN
04926	2.7.11.1	OBSCN
04714	2.7.11.1	OBSCN
04151	2.7.11.1	OBSCN
04658	3.1.3.16	CDC14A
04660	3.1.3.16	CDC14A
00270	5.3.1.23	EIF2B1
00680	1.14.13.148	FMO3
00982	1.14.13.8	FMO3
00982	1.14.13.8	FMO2
00230	3.5.4.6	AMPD2
00900	2.2.1.7	TKTL1
00730	2.2.1.7	TKTL1
04658	3.1.3.16	DUSP22
04660	3.1.3.16	DUSP22
05165	2.7.11.1	SIK1B
04150	2.7.11.1	SIK1B
04926	2.7.11.1	SIK1B
04714	2.7.11.1	SIK1B
04151	2.7.11.1	SIK1B
00982	1.14.13.8	FMO1
00982	1.14.13.8	FMO4
00983	3.5.4.5	CDA
00240	3.5.4.5	CDA
00900	2.7.1.36	MVK
00640	1.2.4.4	AC011462.1
00280	1.2.4.4	AC011462.1
00860	2.5.1.17	MMAB
00640	1.2.4.4	BCKDHA
00280	1.2.4.4	BCKDHA
00563	2.4.1.198	PIGC
00220	1.14.13.39	NOS3
00330	1.14.13.39	NOS3
00460	1.14.13.39	NOS3
04150	2.7.11.24	MAPK11
00564	2.3.1.15	GNPAT
00561	2.3.1.15	GNPAT
00564	2.3.1.42	GNPAT
00030	2.7.1.15	RBKS
00073	1.2.1.84	FAR2
00010	5.4.2.11	PGAM4
00680	5.4.2.11	PGAM4
00260	5.4.2.11	PGAM4
00563	2.4.1.198	PIGH
00514	2.4.1.222	RFNG
00710	2.7.2.3	PGK1
00010	2.7.2.3	PGK1
00524	2.7.1.1	HK3
00500	2.7.1.1	HK3
00520	2.7.1.1	HK3
00521	2.7.1.1	HK3
00052	2.7.1.1	HK3
00010	2.7.1.1	HK3
00051	2.7.1.1	HK3
00600	3.1.4.12	SMPD2
00480	1.11.1.15	PRDX6
00511	3.2.1.52	HEXA
00604	3.2.1.52	HEXA
00513	3.2.1.52	HEXA
00603	3.2.1.52	HEXA
00531	3.2.1.52	HEXA
00520	3.2.1.52	HEXA
00310	2.1.1.43	SETDB1
00230	2.7.4.8	DLG2
05165	2.7.11.1	MFHAS1
04150	2.7.11.1	MFHAS1
04926	2.7.11.1	MFHAS1
04714	2.7.11.1	MFHAS1
04151	2.7.11.1	MFHAS1
00983	2.5.1.18	GSTM2
00980	2.5.1.18	GSTM2
00480	2.5.1.18	GSTM2
00982	2.5.1.18	GSTM2
00983	2.5.1.18	GSTM4
00980	2.5.1.18	GSTM4
00480	2.5.1.18	GSTM4
00982	2.5.1.18	GSTM4
00230	2.7.4.6+2.7.4.3	AK7
00730	2.7.4.3	AK7
00230	2.7.4.3	AK7
00983	2.7.4.6	AK7
00240	2.7.4.6	AK7
00030	2.7.1.11	PFKM
00680	2.7.1.11	PFKM
00010	2.7.1.11	PFKM
00052	2.7.1.11	PFKM
00051	2.7.1.11	PFKM
00230	4.6.1.2	GUCY1A1
00983	2.5.1.18	GSTM1
00980	2.5.1.18	GSTM1
00480	2.5.1.18	GSTM1
00982	2.5.1.18	GSTM1
05165	2.7.11.1	MAST2
04150	2.7.11.1	MAST2
04926	2.7.11.1	MAST2
04714	2.7.11.1	MAST2
04151	2.7.11.1	MAST2
00053	1.8.5.1	GSTO1
00480	2.5.1.18+1.8.5.1	GSTO1
00983	2.5.1.18	GSTO1
00980	2.5.1.18	GSTO1
00982	2.5.1.18	GSTO1
00230	3.6.1.15	NTPCR
00730	3.6.1.15	NTPCR
00053	1.8.5.1	GSTO2
00480	2.5.1.18+1.8.5.1	GSTO2
00983	2.5.1.18	GSTO2
00980	2.5.1.18	GSTO2
00982	2.5.1.18	GSTO2
00983	2.5.1.18	GSTM3
00980	2.5.1.18	GSTM3
00480	2.5.1.18	GSTM3
00982	2.5.1.18	GSTM3
00983	2.5.1.18	GSTM5
00980	2.5.1.18	GSTM5
00480	2.5.1.18	GSTM5
00982	2.5.1.18	GSTM5
00220	3.5.3.1	ARG2
00330	3.5.3.1	ARG2
00650	6.2.1.16	AACS
00280	6.2.1.16	AACS
00640	6.2.1.1	AACS
00010	6.2.1.1	AACS
00680	6.2.1.1	AACS
00620	6.2.1.1	AACS
00720	6.2.1.1	AACS
00983	1.1.1.205	IMPDH1
00230	1.1.1.205	IMPDH1
00190	1.10.2.2	UQCRFS1
00250	3.5.1.2	GLS2
00220	3.5.1.2	GLS2
00471	3.5.1.2	GLS2
00230	4.6.1.2	GUCY1B1
00010	1.1.1.27	LDHAL6B
00640	1.1.1.27	LDHAL6B
00270	1.1.1.27	LDHAL6B
00620	1.1.1.27	LDHAL6B
00513	2.4.1.258	ALG3
00510	2.4.1.258	ALG3
00785	6.3.1.20	LIPT1
00785	2.3.1.181	LIPT1
00270	3.3.1.1	AHCYL1
00230	4.6.1.1	ADCY2
00240	2.7.7.7	REV1
00230	2.7.7.7	REV1
00730	2.7.4.3	AK9
00230	2.7.4.3	AK9
00190	3.6.1.1	PRUNE1
00500	3.2.1.1	AMY2B
00500	2.4.1.18	AMY2B
00970	6.1.1.20	FARSA
00310	2.1.1.43	NSD1
00760	3.6.1.22	NUDT12
00250	6.3.5.4	ASNS
04658	3.1.3.16	PPM1K
04660	3.1.3.16	PPM1K
05165	2.7.1.153	PIK3CD
04151	2.7.1.153	PIK3CD
00562	2.7.1.153	PIK3CD
04070	2.7.1.153	PIK3CD
04150	2.7.1.153	PIK3CD
04660	2.7.10.2	ABL2
00310	2.1.1.43	SETD3
05165	2.7.11.1	BRSK1
04150	2.7.11.1	BRSK1
04926	2.7.11.1	BRSK1
04714	2.7.11.1	BRSK1
04151	2.7.11.1	BRSK1
00100	2.3.1.26	SOAT1
00500	3.2.1.1	AMY2A
00500	2.4.1.18	AMY2A
00220	1.14.13.39	NOS1
00330	1.14.13.39	NOS1
00460	1.14.13.39	NOS1
00500	3.2.1.1	AMY1A
00500	2.4.1.18	AMY1A
04658	3.1.3.16	CDKN3
04660	3.1.3.16	CDKN3
00190	3.6.3.14	ATP5F1B
00195	3.6.3.14	ATP5F1B
00130	2.1.1.222+2.1.1.64	COQ3
00670	2.1.1.13	MTR
00450	2.1.1.13	MTR
00270	2.1.1.13	MTR
00520	2.7.7.30	FPGT
00051	2.7.7.30	FPGT
05165	2.7.11.1	ULK1
04150	2.7.11.1	ULK1
04926	2.7.11.1	ULK1
04714	2.7.11.1	ULK1
04151	2.7.11.1	ULK1
00640	1.2.1.27	ALDH6A1
00280	1.2.1.27	ALDH6A1
00970	6.1.1.18	QARS
00020	4.2.1.2	FH
00620	4.2.1.2	FH
00720	4.2.1.2	FH
00230	3.1.3.5	NT5C3A
00240	3.1.3.5	NT5C3A
00760	3.1.3.5	NT5C3A
00564	1.1.1.8	GPD1
00564	1.1.1.94	GPD1
00380	1.14.13.9	KMO
00220	6.3.1.2	GLUL
00630	6.3.1.2	GLUL
00250	6.3.1.2	GLUL
00910	6.3.1.2	GLUL
00520	4.2.1.47	GMDS
00051	4.2.1.47	GMDS
05165	2.7.11.1	RNASEL
04150	2.7.11.1	RNASEL
04926	2.7.11.1	RNASEL
04714	2.7.11.1	RNASEL
04151	2.7.11.1	RNASEL
00520	4.1.3.3	NPL
00230	2.7.7.6	POLR1C
00240	2.7.7.6	POLR1C
00230	4.6.1.1	ADCY6
05165	2.7.11.1	SIK3
04150	2.7.11.1	SIK3
04926	2.7.11.1	SIK3
04714	2.7.11.1	SIK3
04151	2.7.11.1	SIK3
00250	6.3.4.4	ADSS
00230	6.3.4.4	ADSS
05165	2.7.11.1	TNK2
04150	2.7.11.1	TNK2
04926	2.7.11.1	TNK2
04714	2.7.11.1	TNK2
04151	2.7.11.1	TNK2
04660	2.7.10.2	TNK2
05165	2.7.11.1	CIT
04150	2.7.11.1	CIT
04926	2.7.11.1	CIT
04714	2.7.11.1	CIT
04151	2.7.11.1	CIT
00900	2.7.4.2	PMVK
04660	2.7.10.2	FER
00513	3.2.1.113	EDEM3
00510	3.2.1.113	EDEM3
04660	2.7.10.2	FGR
00240	2.7.7.7	POLE
00230	2.7.7.7	POLE
00310	2.1.1.43	SMYD3
00590	1.14.99.1	PTGS2
00600	1.14.19.17	DEGS2
00970	6.1.1.21	HARS2
00740	2.7.7.2	FLAD1
00970	6.1.1.21	HARS
00592	3.1.1.4	PLA2G1B
00564	3.1.1.4	PLA2G1B
00591	3.1.1.4	PLA2G1B
00590	3.1.1.4	PLA2G1B
00565	3.1.1.4	PLA2G1B
05165	2.7.11.1	RPS6KA6
04150	2.7.11.1	RPS6KA6
04926	2.7.11.1	RPS6KA6
04714	2.7.11.1	RPS6KA6
04151	2.7.11.1	RPS6KA6
00860	1.3.3.4	PPOX
00410	1.3.8.7	ACADM
00071	1.3.8.7	ACADM
00640	1.3.8.7	ACADM
00280	1.3.8.7	ACADM
00030	2.7.1.12	IDNK
00400	2.7.1.71	IDNK
00250	2.6.1.16	GFPT1
00520	2.6.1.16	GFPT1
00240	3.6.1.6	CANT1
00230	3.6.1.6	CANT1
00130	2.1.1.163	COQ5
00562	1.13.99.1	MIOX
00053	1.13.99.1	MIOX
00760	2.7.7.18	NMNAT1
00270	5.3.1.23	MRI1
05165	2.7.11.1	CHEK1
04150	2.7.11.1	CHEK1
04926	2.7.11.1	CHEK1
04714	2.7.11.1	CHEK1
04151	2.7.11.1	CHEK1
00520	5.4.2.10	PGM1
00970	6.1.1.2	WARS
00230	2.7.4.6+2.7.4.3	AK5
00730	2.7.4.3	AK5
00230	2.7.4.3	AK5
00983	2.7.4.6	AK5
00240	2.7.4.6	AK5
00020	1.1.1.37	MDH1B
00720	1.1.1.37	MDH1B
00620	1.1.1.37	MDH1B
00680	1.1.1.37	MDH1B
00270	1.1.1.37	MDH1B
00630	1.1.1.37	MDH1B
00710	1.1.1.37	MDH1B
00240	2.7.7.7	POLD1
00230	2.7.7.7	POLD1
00240	2.7.7.7	AC020909.1
00230	2.7.7.7	AC020909.1
00310	2.1.1.43	ASH1L
00760	1.4.1.21	ASPDH
00260	2.1.2.1	SHMT2
00460	2.1.2.1	SHMT2
00680	2.1.2.1	SHMT2
00630	2.1.2.1	SHMT2
00670	2.1.2.1	SHMT2
00310	2.1.1.43	SETD1B
00982	1.14.14.1	AC236040.1
00380	1.14.14.1	AC236040.1
00590	1.14.14.1	AC236040.1
00071	1.14.14.1	AC236040.1
00830	1.14.14.1	AC236040.1
00627	1.14.14.1	AC236040.1
00232	1.14.14.1	AC236040.1
00591	1.14.14.1	AC236040.1
00140	1.14.14.1	AC236040.1
00980	1.14.14.1	AC236040.1
00330	1.5.5.2	AC007325.2
00564	2.7.7.41	AC090958.3
04070	2.7.7.41	AC090958.3
00970	6.1.1.11	AC011455.3
05165	2.7.11.1	AC241640.2
04150	2.7.11.1	AC241640.2
04926	2.7.11.1	AC241640.2
04714	2.7.11.1	AC241640.2
04151	2.7.11.1	AC241640.2
05165	2.7.11.1	AC256236.1
04150	2.7.11.1	AC256236.1
04926	2.7.11.1	AC256236.1
04714	2.7.11.1	AC256236.1
04151	2.7.11.1	AC256236.1
04660	2.7.10.2	AC270286.1
05165	2.7.11.1	AC270282.1
04150	2.7.11.1	AC270282.1
04926	2.7.11.1	AC270282.1
04714	2.7.11.1	AC270282.1
04151	2.7.11.1	AC270282.1
00982	1.14.14.1	AC254560.1
00380	1.14.14.1	AC254560.1
00590	1.14.14.1	AC254560.1
00071	1.14.14.1	AC254560.1
00830	1.14.14.1	AC254560.1
00627	1.14.14.1	AC254560.1
00232	1.14.14.1	AC254560.1
00591	1.14.14.1	AC254560.1
00140	1.14.14.1	AC254560.1
00980	1.14.14.1	AC254560.1
00982	1.14.14.1	AC254995.1
00380	1.14.14.1	AC254995.1
00590	1.14.14.1	AC254995.1
00071	1.14.14.1	AC254995.1
00830	1.14.14.1	AC254995.1
00627	1.14.14.1	AC254995.1
00232	1.14.14.1	AC254995.1
00591	1.14.14.1	AC254995.1
00140	1.14.14.1	AC254995.1
00980	1.14.14.1	AC254995.1
00982	1.14.14.1	AC254788.1
00380	1.14.14.1	AC254788.1
00590	1.14.14.1	AC254788.1
00071	1.14.14.1	AC254788.1
00830	1.14.14.1	AC254788.1
00627	1.14.14.1	AC254788.1
00232	1.14.14.1	AC254788.1
00591	1.14.14.1	AC254788.1
00140	1.14.14.1	AC254788.1
00980	1.14.14.1	AC254788.1
00982	1.14.14.1	AC255093.3
00380	1.14.14.1	AC255093.3
00590	1.14.14.1	AC255093.3
00071	1.14.14.1	AC255093.3
00830	1.14.14.1	AC255093.3
00627	1.14.14.1	AC255093.3
00232	1.14.14.1	AC255093.3
00591	1.14.14.1	AC255093.3
00140	1.14.14.1	AC255093.3
00980	1.14.14.1	AC255093.3
00982	1.14.14.1	AC255093.5
00380	1.14.14.1	AC255093.5
00590	1.14.14.1	AC255093.5
00071	1.14.14.1	AC255093.5
00830	1.14.14.1	AC255093.5
00627	1.14.14.1	AC255093.5
00232	1.14.14.1	AC255093.5
00591	1.14.14.1	AC255093.5
00140	1.14.14.1	AC255093.5
00980	1.14.14.1	AC255093.5
