10	0.448149231	3.766170637
100	1.976790566	2.200121759
1000	0	0.571963007
10000	0	2.297793867
100009676	0.881090702	1.832236244
10001	3.623516391	3.076513526
10002	0	0
10003	5.098019511	0.902722703
100033425	0.132214463	0.074341092
100033800	0	0
100033806	0	0
100033819	0	0
100038246	0	0
10004	0	5.056539697
100048912	0.132214463	3.560709436
10005	3.149902323	3.680450359
10006	4.438891471	4.363863032
10007	3.561257517	2.979407052
10008	3.6495814	3.404347668
10009	2.555183208	2.780441247
100093630	4.05250171	2.893449735
1001	4.489343575	0.269031705
10010	3.818288369	3.93803282
100101266	0	0
100101267	1.683049873	2.012584238
100101467	1.342097258	1.892164759
10011	3.247921389	2.731401649
100113402	0.938006738	0.933534465
100113407	1.265356278	1.244031549
100124700	0	0
100125288	0	0.074341092
100126321	0.881090702	0.61459938
100126333	0	0
100126335	0	0
100126336	0	0
100126348	0	0.074341092
100126350	0.132214463	0.694777878
100126784	0	0.804145711
100126791	0	0.143535956
100127983	0	2.386769266
100128054	1.224658046	0
100128071	0.24897202	0.074341092
100128079	0	0.208251188
100128098	0	0
100128176	0	0
100128191	0.614168056	0.208251188
100128252	0	2.101349391
100128264	0	0
100128285	0.448149231	0.480815757
100128327	0	0.269031705
100128338	0.353511395	0.269031705
100128378	0	0
100128398	0.24897202	1.074781905
100128420	0	0.143535956
100128429	0	0
100128531	0	0
100128569	0	0.074341092
100128590	0	0
100128593	0	0.208251188
100128640	0	0.074341092
100128675	0	0
100128782	0.24897202	2.062867456
100128822	0.448149231	1.714387903
100128843	0	0
100128853	0	0
100128881	2.669208313	0.655491988
100128927	0.24897202	0
100128977	0	0
100128993	0	0
100129046	0.687869026	2.998828328
100129066	0	0
100129075	1.60097944	0.527427501
100129112	0	0.269031705
100129128	0	0
100129186	0	0.208251188
100129195	0	0.269031705
100129196	0.534599975	1.308628866
100129250	0	0
100129271	0	0
100129361	4.280020874	3.71299175
100129387	1.09156854	1.349486137
100129464	0	0
100129482	1.806436331	1.480618363
100129543	0	0
100129654	0	0
100129716	0.534599975	1.349486137
100129726	0.534599975	0.431924683
100129792	0	0.431924683
100129827	0	0.074341092
100129836	0	0
100129842	0.353511395	2.428454209
100129858	1.18223294	0.571963007
100129917	0.756509028	1.937649002
100129961	0.24897202	0.480815757
10013	2.375218443	2.751306992
100130027	0.24897202	0.769002227
100130155	0	0
100130231	0	0.380519845
100130232	0	0
100130238	0.132214463	0.074341092
100130264	0	0
100130298	0	0.074341092
100130311	0	0.431924683
100130442	0	0.074341092
100130449	0	0
100130451	0.132214463	0.143535956
100130519	0.132214463	0.074341092
100130522	1.378366645	0.527427501
100130557	0.448149231	1.388739411
100130581	1.734245349	1.498022909
100130597	0	0
100130613	0	0
100130705	0	0
100130733	0	0
100130872	0	2.043056532
100130890	1.378366645	2.033001922
100130933	1.851821849	1.970453991
100130934	0.24897202	0.074341092
100130950	0.448149231	0.992448294
100130958	1.09156854	1.498022909
100130967	1.304462734	0.571963007
100130987	0.687869026	1.426509888
100130988	0	0
100130992	0	0.326328672
100131017	1.782947003	2.290009165
100131047	0	0
100131048	0	0
100131060	0	0.61459938
100131066	0	0
100131067	1.378366645	1.480618363
100131089	0.614168056	1.844512708
100131117	0	0
100131176	0	0.694777878
100131208	0	0.074341092
100131211	2.753706535	1.329266151
100131234	1.304462734	1.407802965
100131244	0.24897202	0.143535956
100131378	0	0
100131390	0.448149231	0
100131434	0.353511395	1.349486137
100131454	0.132214463	0
100131490	0	0.208251188
100131551	0	0
100131564	1.224658046	2.813391962
100131655	0.353511395	1.548489651
100131662	0	0.143535956
100131691	0.534599975	0.933534465
100131726	0	0.326328672
100131733	0.132214463	2.525644605
100131755	0.820738686	1.98115412
100131763	0	0
100131801	2.926871568	2.642083654
100131814	0	0.571963007
100131816	0	0
100131825	0	0.571963007
100131831	0	0.074341092
100131897	0	0
100131998	0.614168056	0.208251188
100132074	0.132214463	0.571963007
100132111	0	0.074341092
100132188	0	0.269031705
100132273	0.614168056	1.755233408
100132288	0.820738686	0.431924683
100132341	1.806436331	2.379649655
100132344	0	0.074341092
100132354	0	0
100132356	0.24897202	0.269031705
100132464	0	0
100132526	0	0
100132677	0.353511395	0.074341092
100132707	0.881090702	2.290009165
100132774	0.132214463	0.208251188
100132813	0	0
100132891	0	0.902722703
100132916	0	0.074341092
100133091	1.511566348	2.002216907
100133311	0	0.074341092
100133315	0.756509028	1.266030907
100133545	0.687869026	0
100133612	0	1.221537312
100133669	0.534599975	0.480815757
100133683	0	0
100133941	4.674287178	4.158478517
100133957	0.353511395	0.804145711
100133985	1.629091327	0.571963007
100133991	1.224658046	1.369305364
100134229	0.614168056	1.580772539
100134256	0	2.591356469
100134259	0	0
100134934	0	0
100134937	0.938006738	1.308628866
10014	2.401168824	3.237273863
100141515	0	0
100144602	0	0
100144603	1.511566348	0.655491988
10015	4.260260294	4.925459382
100151683	2.848136915	1.048083542
100151684	0.132214463	0
10016	4.591831341	4.242877012
100169752	0	0
100169851	0	0
10017	1.378366645	1.498022909
100170229	0	0
100170765	0	4.673177309
100170841	1.758892628	0.326328672
10018	2.949331892	3.145279124
100188893	5.749251894	4.588977667
10019	0.687869026	2.258249804
100190938	1.265356278	0.380519845
100190939	0	0.870931311
100190949	0	0.074341092
100192204	0.132214463	0
100192378	0	0.074341092
100192379	0	0
100192386	0	0
100192420	0	0
1002	0	0.074341092
10020	2.498718545	2.407828926
10021	0	0
100216001	0	0
100216545	1.806436331	2.448662672
100216546	0.820738686	0.694777878
10023	0.534599975	2.002216907
100233209	0	1.844512708
10024	4.481376351	1.657194914
10025	3.699757744	3.634667367
10026	3.179742015	3.298975101
100268168	0.881090702	0
100270746	0.534599975	0.694777878
100270804	0.132214463	1.329266151
100271715	0	0
100271836	0.614168056	1.048083542
100271846	0.132214463	0
100286844	0.448149231	0.143535956
100286922	0	0
100286938	0	0.143535956
100286989	0	0
100287015	1.18223294	1.174971477
100287042	0.756509028	0.269031705
100287166	0.132214463	0
100287177	0	0.269031705
100287225	0.132214463	0
100287226	0	0
100287314	0	0.326328672
100287329	0	0.074341092
100287467	0	0.326328672
100287482	0.132214463	0
100287559	0	0.143535956
100287569	0.614168056	0.963425172
100287590	1.09156854	1.686200232
100287616	0.938006738	0.480815757
100287718	0	0
100287765	2.105231923	1.91516546
100287932	0.132214463	0.143535956
100288123	0	0
100288181	0.132214463	0.571963007
100288198	0.24897202	0.208251188
100288336	0	0.074341092
100288346	0	0
100288358	0	0
100288413	1.265356278	0.208251188
100288428	0.534599975	0.143535956
100288432	0.353511395	0.527427501
100288730	0.132214463	0.804145711
100288748	0.448149231	0.804145711
100288797	0	0
100288798	0.132214463	0.074341092
100288842	0.353511395	1.174971477
100288846	0	0.143535956
100288911	2.814821177	1.329266151
100289090	0	0.208251188
100289178	0.132214463	1.686200232
100289187	0	0
100289200	0	2.282163385
100289211	0.353511395	0
100289255	0	2.608553038
100289341	0.132214463	0.269031705
100289347	0	0
100289361	0.756509028	0.732578551
100289455	0.614168056	0.431924683
100289495	0.820738686	0.992448294
100289509	0.24897202	0
100289533	0	0.074341092
100289635	1.447182629	2.174136756
100289650	0	0
100289678	2.033867958	1.844512708
100292680	0	0
100293044	0.881090702	1.287556692
100294145	0	0.208251188
1003	0.132214463	2.736415253
100302119	0	0.074341092
100302185	0	0
100302190	0	0
100302196	0	0.480815757
100302213	4.584643008	4.575554199
100302258	0	0
100302522	0	0
100302640	0	0.143535956
100302650	0.132214463	0.655491988
100302691	0.132214463	0
100302692	1.656434496	2.876204785
100302736	1.895236641	2.500636692
100303491	0	0
100303728	0	0.208251188
100306951	3.179742015	2.120048916
100309464	0	0
100329135	0	0
10036	2.639377462	1.462905526
100379174	0	0
100379224	0.24897202	0.074341092
100379345	0.534599975	0.269031705
10038	3.347180939	2.556049901
10039	1.224658046	3.511256459
1004	2.264107988	2.082293519
10040	3.414489938	4.655721783
10042	3.027622188	3.222004419
100422737	0	0
100422824	0.448149231	0.902722703
100422832	0	0
100422833	0.448149231	1.198525417
100422879	0.24897202	0.143535956
100422894	0	0.074341092
100422899	0	0
100422962	0	0
100422995	0	0
100422999	0	0
100423023	0	0
100423062	0	1.781565372
10043	3.013835948	4.312464139
100431172	0	0.269031705
10044	0.614168056	1.892164759
10045	1.758892628	2.642083654
10046	0	0.655491988
100462981	0.687869026	1.515129711
100462983	0.353511395	0.431924683
100463285	0.132214463	0.208251188
100463289	0.687869026	0.143535956
100463488	0.353511395	0.143535956
10047	0	0
10048	2.576905607	2.939394947
10049	2.139090722	2.579725571
100498859	0	0.143535956
100499183	0	0
100499194	0	0
100499467	1.224658046	2.225448608
100499483	0	0
1005	0	0
10050	0	2.695584446
100500804	1.18223294	0
100500808	1.09156854	0.571963007
100500811	1.708975197	1.794475823
100500815	0.24897202	0.480815757
100500818	0	0.074341092
